Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Part Status,Core Processor,Core Size,Speed,Connectivity,Peripherals,Number of I/O,Program Memory Size,Program Memory Type,EEPROM Size,RAM Size,Voltage - Supply (Vcc/Vdd),Data Converters,Oscillator Type,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package
PIC16F18424-I/P-ND,PIC16F18424-I/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 14DIP,601,0,1.25,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",11,7KB (4K x 14),FLASH,256 x 8,512 x 8,2.3V ~ 5.5V,A/D 11x12b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F1779-E/P-ND,PIC16F1779-E/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 40DIP,0,0,2.7398,0,250,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",36,28KB (16K x 14),FLASH,128 x 8,2K x 8,2.3V ~ 5.5V,"A/D 28x10b; D/A 4x5b, 4x10b",Internal,-40°C ~ 125°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",28-SPDIP
PIC16F1779-I/P-ND,PIC16F1779-I/P,Microchip Technology,IC MCU 8BIT 28KB FLASH 40DIP,138,0,3.02,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",36,28KB (16K x 14),FLASH,128 x 8,2K x 8,2.3V ~ 5.5V,"A/D 28x10b; D/A 4x5b, 4x10b",Internal,-40°C ~ 85°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",28-SPDIP
PIC16F1777-E/P-ND,PIC16F1777-E/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 40DIP,0,0,2.62654,0,260,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",36,14KB (8K x 14),FLASH,128 x 8,1K x 8,2.3V ~ 5.5V,"A/D 28x10b; D/A 4x5b, 4x10b",Internal,-40°C ~ 125°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",28-SPDIP
PIC16F1777-I/P-ND,PIC16F1777-I/P,Microchip Technology,IC MCU 8BIT 14KB FLASH 40DIP,0,0,2.41021,0,280,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",36,14KB (8K x 14),FLASH,128 x 8,1K x 8,2.3V ~ 5.5V,"A/D 28x10b; D/A 4x5b, 4x10b",Internal,-40°C ~ 85°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",18-PDIP
PIC16F15356-E/SP-ND,PIC16F15356-E/SP,Microchip Technology,IC MCU 8BIT 28KB FLASH 28SDIP,0,0,1.339,0,510,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",25,28KB (16K x 14),FLASH,-,2K x 8,2.3V ~ 5.5V,A/D 24x10b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F15356-I/SP-ND,PIC16F15356-I/SP,Microchip Technology,IC MCU 8BIT 28KB FLASH 28SDIP,0,0,1.236,0,555,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",25,28KB (16K x 14),FLASH,-,2K x 8,2.3V ~ 5.5V,A/D 24x10b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"28-DIP (0.300"", 7.62mm)",40-PDIP
PIC16F15344-E/P-ND,PIC16F15344-E/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 20DIP,0,0,1.10209,0,616,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",18,7KB (4K x 14),FLASH,-,512 x 8,2.3V ~ 5.5V,A/D 17x10b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",40-PDIP
PIC16F15344-I/P-ND,PIC16F15344-I/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 20DIP,703,0,1.24,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",18,7KB (4K x 14),FLASH,-,512 x 8,2.3V ~ 5.5V,A/D 17x10b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"20-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F15324-E/P-ND,PIC16F15324-E/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 14DIP,1058,0,1.02,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,7KB (4K x 14),FLASH,-,512 x 8,2.3V ~ 5.5V,A/D 11x10b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F15324-I/P-ND,PIC16F15324-I/P,Microchip Technology,IC MCU 8BIT 7KB FLASH 14DIP,1429,0,0.95,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,7KB (4K x 14),FLASH,-,512 x 8,2.3V ~ 5.5V,A/D 11x10b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F15323-E/P-ND,PIC16F15323-E/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14DIP,692,0,0.94,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,3.5KB (2K x 14),FLASH,-,256 x 8,2.3V ~ 5.5V,A/D 11x10b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",28-SPDIP
PIC16F15323-I/P-ND,PIC16F15323-I/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 14DIP,931,0,0.87,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",12,3.5KB (2K x 14),FLASH,-,256 x 8,2.3V ~ 5.5V,A/D 11x10b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"14-DIP (0.300"", 7.62mm)",40-PDIP
PIC16F15313-E/P-ND,PIC16F15313-E/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 8DIP,855,0,0.82,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",6,3.5KB (2K x 14),FLASH,-,256 x 8,2.3V ~ 5.5V,A/D 5x10b; D/A 1x5b,Internal,-40°C ~ 125°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",18-PDIP
PIC16F15313-I/P-ND,PIC16F15313-I/P,Microchip Technology,IC MCU 8BIT 3.5KB FLASH 8DIP,130,0,0.75,0,1,Tube,PIC® XLP™ 16F,Active,PIC,8-Bit,32MHz,"I²C, LINbus, SPI, UART/USART","Brown-out Detect/Reset, POR, PWM, WDT",6,3.5KB (2K x 14),FLASH,-,256 x 8,2.3V ~ 5.5V,A/D 5x10b; D/A 1x5b,Internal,-40°C ~ 85°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-SPDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-PDIP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-PDIP
